"candidate_number","block_A00","block_A01","block_B00","block_C00","block_D01"
"19000524",16.55,19.05,20.05,-1.00,25.30
"19000525",20.30,-1.00,19.55,-1.00,-1.00
"19000526",23.65,24.75,22.65,-1.00,25.25
"19000527",-1.00,-1.00,-1.00,25.50,26.45
"19000528",-1.00,-1.00,-1.00,23.75,26.10
"19000529",22.70,20.50,25.20,-1.00,22.00
"19000530",26.10,24.40,27.60,-1.00,22.40
"19000531",20.45,24.85,20.20,-1.00,25.10
"19000532",24.95,26.90,23.70,-1.00,27.90
"19000533",-1.00,-1.00,-1.00,29.50,27.55
"19000534",25.55,23.45,23.30,-1.00,24.20
"19000535",24.10,26.45,20.85,-1.00,26.20
"19000536",-1.00,-1.00,-1.00,25.25,25.95
"19000537",21.70,20.00,24.70,-1.00,23.75
"19000538",-1.00,-1.00,-1.00,25.50,25.30
"19000539",25.20,25.25,24.20,-1.00,26.00
"19000540",-1.00,-1.00,-1.00,24.50,25.35
"19000541",25.45,26.35,23.95,-1.00,26.85
"19000542",-1.00,-1.00,-1.00,26.50,25.75
"19000543",22.45,24.00,21.45,-1.00,24.25
"19000544",22.70,22.85,20.70,-1.00,24.10
"19000545",-1.00,-1.00,-1.00,23.50,26.90
"19000546",18.45,21.10,17.70,-1.00,23.35
"19000547",-1.00,-1.00,-1.00,25.50,26.55
"19000548",-1.00,-1.00,-1.00,27.75,26.90
"19000549",-1.00,-1.00,-1.00,27.50,26.00
"19000550",-1.00,-1.00,-1.00,27.00,26.95
"19000551",-1.00,-1.00,-1.00,26.75,24.95
"19000552",-1.00,-1.00,-1.00,17.00,13.85
"19000553",24.20,22.80,23.45,-1.00,25.30
"19000554",23.05,25.30,22.05,-1.00,26.80
"19000555",22.70,20.55,25.95,-1.00,23.55
"19000556",-1.00,-1.00,-1.00,26.50,26.95
"19000557",-1.00,-1.00,-1.00,25.25,25.45
"19000558",22.85,26.15,20.85,-1.00,24.40
"19000559",20.35,22.50,20.85,-1.00,24.00
"19000560",23.40,24.25,22.90,-1.00,26.00
"19000561",-1.00,-1.00,-1.00,27.00,25.60
"19000562",-1.00,-1.00,-1.00,26.50,25.25
"19000563",-1.00,-1.00,-1.00,27.25,25.30
"19000564",23.05,23.00,23.05,-1.00,24.75
"19000565",-1.00,-1.00,-1.00,23.75,20.90
"19000566",-1.00,-1.00,-1.00,27.50,25.90
"19000567",21.50,24.90,18.25,-1.00,24.90
"19000568",-1.00,-1.00,-1.00,25.50,26.50
"19000569",-1.00,-1.00,-1.00,27.50,26.30
"19000570",22.15,21.15,24.40,-1.00,26.65
"19000571",-1.00,-1.00,-1.00,27.75,26.15
"19000572",-1.00,-1.00,-1.00,28.50,26.75
"19000573",28.25,24.10,22.50,-1.00,19.60
"19000574",21.90,24.40,18.40,-1.00,24.15
"19000575",21.95,24.30,18.70,-1.00,25.05
"19000576",23.45,25.70,21.95,-1.00,24.20
"19000577",21.10,24.30,18.60,-1.00,22.05
"19000578",21.80,26.65,19.30,-1.00,24.90
"19000579",27.55,24.95,27.05,-1.00,24.95
"19000580",-1.00,-1.00,-1.00,27.25,24.55
"19000581",27.40,26.80,22.40,-1.00,26.55
"19000582",24.10,21.35,24.35,-1.00,20.60
"19000583",20.45,19.80,20.45,-1.00,22.80
"19000584",-1.00,-1.00,-1.00,24.50,27.50
"19000585",22.55,25.40,20.05,-1.00,24.40
"19000586",22.65,22.95,20.65,-1.00,19.70
"19000587",-1.00,-1.00,-1.00,24.00,22.50
"19000588",22.05,23.30,21.55,-1.00,21.80
"19000589",26.45,25.65,24.70,-1.00,25.40
"19000590",23.90,25.00,22.40,-1.00,24.50
"19000591",24.40,25.50,21.15,-1.00,25.00
"19000592",-1.00,-1.00,-1.00,24.50,26.70
"19000593",20.60,21.75,25.85,-1.00,23.00
"19000594",22.60,-1.00,19.10,-1.00,-1.00
"19000595",23.20,21.70,21.45,-1.00,22.20
"19000596",-1.00,-1.00,-1.00,19.50,16.25
"19000597",-1.00,-1.00,-1.00,27.75,23.65
"19000598",-1.00,-1.00,-1.00,25.25,25.05
"19000599",23.60,23.45,22.85,-1.00,23.70
"19000600",-1.00,-1.00,-1.00,27.25,24.90
"19000601",-1.00,-1.00,-1.00,24.00,27.35
"19000602",-1.00,-1.00,-1.00,23.75,26.30
"19000603",19.50,18.40,19.00,-1.00,20.65
"19000604",20.85,24.25,18.85,-1.00,24.75
"19000605",25.95,26.10,24.20,-1.00,26.10
"19000606",26.25,26.40,23.75,-1.00,26.40
"19000607",24.55,27.00,22.80,-1.00,25.25
"19000608",20.70,25.05,18.20,-1.00,25.80
"19000609",26.20,25.80,21.70,-1.00,25.30
"19000610",19.55,24.50,15.05,-1.00,22.00
"19000611",-1.00,-1.00,-1.00,24.00,25.40
"19000612",24.15,26.10,21.90,-1.00,26.35
"19000613",24.25,27.95,21.00,-1.00,26.95
"19000614",18.25,22.95,17.00,-1.00,23.45
"19000615",21.10,25.55,19.85,-1.00,24.80
"19000616",22.60,24.65,19.85,-1.00,23.40
"19000617",27.00,24.55,24.00,-1.00,22.80
"19000618",21.80,20.85,24.05,-1.00,23.35
"19000619",21.65,26.30,19.15,-1.00,26.30
"19000620",-1.00,-1.00,-1.00,24.50,26.30
"19000621",26.60,24.70,25.60,-1.00,23.95
"19000622",22.90,26.30,20.65,-1.00,26.05
"19000623",21.95,24.55,21.20,-1.00,25.30
"19000624",-1.00,-1.00,-1.00,19.25,22.45
"19000625",-1.00,-1.00,-1.00,25.00,24.50
"19000626",19.90,24.00,18.65,-1.00,25.25
"19000627",21.45,20.50,19.95,-1.00,22.00
"19000628",-1.00,-1.00,-1.00,29.50,26.35
"19000629",21.65,24.20,19.40,-1.00,24.20
"19000630",24.70,22.25,21.70,-1.00,20.50
"19000631",15.50,19.10,16.75,-1.00,24.60
"19000632",21.95,25.95,18.70,-1.00,24.45
"19000633",16.95,18.45,17.95,-1.00,19.95
"19000634",-1.00,-1.00,-1.00,21.75,24.65
"19000635",-1.00,-1.00,-1.00,25.50,26.70
"19000636",-1.00,-1.00,-1.00,26.25,26.70
"19000637",-1.00,-1.00,-1.00,22.75,23.05
"19000638",-1.00,-1.00,-1.00,27.50,26.75
"19000639",20.10,23.80,16.60,-1.00,23.05
"19000640",18.00,23.95,15.00,-1.00,22.70
"19000641",22.10,26.55,20.85,-1.00,25.55
"19000642",21.00,25.95,19.75,-1.00,26.20
"19000643",19.80,24.10,20.30,-1.00,23.10
"19000644",19.05,21.90,21.55,-1.00,24.65
"19000645",17.50,20.70,21.25,-1.00,25.20
"19000646",16.60,18.90,18.10,-1.00,22.90
"19000647",-1.00,-1.00,-1.00,16.50,18.35
"19000648",22.40,26.15,20.15,-1.00,24.40
"19000649",23.40,25.90,21.90,-1.00,24.65
"19000650",18.75,18.35,25.75,-1.00,22.10
"19000651",21.55,24.15,21.30,-1.00,23.65
"19000652",20.70,22.85,21.20,-1.00,25.10
"19000653",24.90,25.25,21.90,-1.00,25.50
"19000654",-1.00,-1.00,-1.00,22.50,25.20
"19000655",21.50,24.25,21.00,-1.00,23.50
"19000656",20.25,24.50,19.50,-1.00,26.00
"19000657",-1.00,-1.00,-1.00,26.00,25.60
"19000658",-1.00,-1.00,-1.00,26.50,26.20
"19000659",18.75,22.90,19.75,-1.00,23.15
"19000660",22.10,25.85,20.10,-1.00,24.85
"19000661",-1.00,-1.00,-1.00,22.50,27.10
"19000662",-1.00,-1.00,-1.00,28.25,27.75
"19000663",22.60,24.50,21.85,-1.00,26.25
"19000664",23.00,25.10,21.50,-1.00,25.60
"19000665",-1.00,-1.00,-1.00,20.75,19.40
"19000666",-1.00,-1.00,-1.00,25.75,27.10
"19000667",23.60,24.75,23.60,-1.00,24.75
"19000668",17.60,21.85,20.35,-1.00,24.85
"19000669",-1.00,-1.00,-1.00,25.50,26.90
"19000670",20.00,26.40,16.75,-1.00,25.90
"19000671",-1.00,-1.00,-1.00,27.25,27.35
"19000672",18.05,22.00,16.80,-1.00,25.50
"19000673",-1.00,-1.00,-1.00,22.00,25.30
"19000674",-1.00,-1.00,-1.00,28.25,25.60
"19000675",21.05,24.25,19.05,-1.00,25.00
"19000676",21.80,20.50,21.80,-1.00,22.25
"19000677",18.15,20.65,18.65,-1.00,22.15
"19000678",23.05,25.70,21.05,-1.00,26.20
"19000679",-1.00,-1.00,-1.00,27.25,25.65
"19000680",-1.00,-1.00,-1.00,20.00,18.15
"19000681",-1.00,-1.00,-1.00,23.00,24.45
"19000682",24.80,24.15,21.30,-1.00,24.65
"19000683",20.50,23.35,18.00,-1.00,21.85
"19000684",22.00,24.70,20.50,-1.00,26.95
"19000685",19.05,-1.00,20.30,-1.00,-1.00
"19000686",-1.00,-1.00,-1.00,24.75,26.35
"19000687",-1.00,-1.00,-1.00,22.75,26.75
"19000688",18.95,24.20,16.45,-1.00,24.95
"19000689",-1.00,-1.00,-1.00,26.00,25.30
"19000690",-1.00,-1.00,-1.00,27.75,25.90
"19000691",22.10,25.35,18.85,-1.00,25.10
"19000692",-1.00,-1.00,-1.00,25.50,22.05
"19000693",24.60,26.15,24.10,-1.00,26.90
"19000694",-1.00,-1.00,-1.00,25.25,26.10
"19000695",-1.00,-1.00,-1.00,22.75,26.85
"19000696",-1.00,-1.00,-1.00,25.25,26.30
"19000697",-1.00,-1.00,-1.00,26.00,26.15
"19000698",21.75,20.55,25.25,-1.00,23.55
"19000699",19.70,22.70,21.45,-1.00,26.45
"19000700",-1.00,-1.00,-1.00,24.00,24.50
"19000701",-1.00,-1.00,-1.00,28.25,24.30
"19000702",-1.00,-1.00,-1.00,25.50,27.35
"19000703",20.45,24.45,20.20,-1.00,25.20
"19000704",19.75,24.90,16.75,-1.00,26.40
"19000705",22.10,25.60,18.60,-1.00,26.85
"19000706",21.75,24.50,19.75,-1.00,25.50
"19000707",23.30,25.65,21.80,-1.00,24.90
"19000708",19.75,19.50,23.00,-1.00,23.00
"19000709",23.60,26.70,21.35,-1.00,24.45
"19000710",20.55,24.05,19.05,-1.00,23.30
"19000711",20.40,24.05,17.90,-1.00,22.55
"19000712",-1.00,-1.00,-1.00,24.25,26.70
"19000713",19.70,22.25,20.70,-1.00,26.50
"19000714",23.70,24.95,23.70,-1.00,25.70
"19000715",21.35,23.50,24.35,-1.00,26.00
"19000716",22.75,23.35,23.25,-1.00,25.85
"19000717",23.10,25.75,21.10,-1.00,27.50
"19000718",20.10,24.90,18.10,-1.00,26.90
"19000719",23.45,25.50,21.70,-1.00,25.75
"19000720",21.15,24.45,20.90,-1.00,23.20
"19000721",23.75,24.05,22.75,-1.00,24.30
"19000722",-1.00,-1.00,-1.00,27.00,27.05
"19000723",-1.00,-1.00,-1.00,25.50,25.50
"19000724",22.40,25.35,20.15,-1.00,24.10
"19000725",-1.00,-1.00,-1.00,20.50,15.80
"19000726",-1.00,-1.00,-1.00,15.75,11.60
"19000727",-1.00,-1.00,-1.00,26.50,25.10
"19000728",23.15,20.80,22.40,-1.00,20.55
"19000729",19.20,-1.00,22.70,-1.00,-1.00
"19000730",-1.00,-1.00,-1.00,26.00,18.80
"19000731",22.50,25.00,18.75,-1.00,22.75
"19000732",23.90,21.95,19.65,-1.00,21.20
"19000733",23.90,26.80,20.15,-1.00,26.05
"19000734",24.15,24.35,19.65,-1.00,23.60
"19000735",-1.00,-1.00,-1.00,27.50,26.25
"19000736",-1.00,-1.00,-1.00,11.50,8.05
"19000737",-1.00,-1.00,-1.00,22.50,22.60
"19000738",22.00,25.45,19.50,-1.00,25.95
"19000739",17.30,22.50,14.55,-1.00,23.75
"19000740",22.65,25.00,20.40,-1.00,24.50
"19000741",16.20,16.85,17.20,-1.00,20.10
"19000742",21.20,24.55,18.95,-1.00,26.30
"19000743",-1.00,-1.00,-1.00,29.25,21.10
"19000744",-1.00,-1.00,-1.00,21.50,26.95
"19000745",-1.00,-1.00,-1.00,21.75,23.30
"19000746",22.90,24.60,20.40,-1.00,24.85
"19000747",-1.00,-1.00,-1.00,21.00,15.35
"19000748",-1.00,-1.00,-1.00,18.00,11.05
"19000749",19.70,22.50,15.95,-1.00,23.50
"19000750",-1.00,-1.00,-1.00,27.25,26.30
"19000751",-1.00,-1.00,-1.00,27.50,25.15
"19000752",23.60,22.40,22.85,-1.00,23.15
"19000753",-1.00,-1.00,-1.00,28.50,24.95
"19000754",-1.00,-1.00,-1.00,28.00,25.95
"19000755",-1.00,-1.00,-1.00,26.25,26.10
"19000756",-1.00,-1.00,-1.00,22.00,24.55
"19000757",27.75,25.75,26.75,-1.00,24.25
"19000758",26.70,25.95,26.20,-1.00,26.20
"19000759",-1.00,-1.00,-1.00,28.25,27.70
"19000760",-1.00,-1.00,-1.00,23.50,24.50
"19000761",25.05,25.50,24.80,-1.00,26.50
"19000762",-1.00,-1.00,-1.00,25.50,24.70
"19000763",-1.00,-1.00,-1.00,25.75,25.85
"19000764",-1.00,-1.00,-1.00,10.00,8.00
"19000765",18.20,23.80,15.95,-1.00,21.55
"19000766",16.70,20.95,16.20,-1.00,24.70
"19000767",16.45,20.75,15.95,-1.00,24.25
"19000768",21.70,25.00,16.70,-1.00,25.50
"19000769",24.20,22.85,26.20,-1.00,24.10
"19000770",16.10,22.90,15.85,-1.00,25.40
"19000771",17.20,20.40,18.20,-1.00,24.15
"19000772",-1.00,-1.00,-1.00,24.50,24.75
"19000773",21.25,23.30,19.50,-1.00,26.30
"19000774",25.45,-1.00,26.70,-1.00,-1.00
"19000775",23.70,22.60,25.20,-1.00,25.85
"19000776",23.15,25.20,23.90,-1.00,23.70
"19000777",-1.00,-1.00,-1.00,25.25,25.80
"19000778",-1.00,-1.00,-1.00,24.00,25.65
"19000779",-1.00,-1.00,-1.00,24.75,26.40
"19000780",21.85,25.15,20.85,-1.00,25.15
"19000781",25.95,25.30,25.20,-1.00,25.55
"19000782",21.55,20.25,20.30,-1.00,21.50
"19000783",25.10,25.60,22.35,-1.00,25.60
"19000784",20.20,20.70,18.20,-1.00,20.20
"19000785",21.40,26.30,17.65,-1.00,26.05
"19000786",-1.00,-1.00,-1.00,26.50,27.10
"19000787",24.75,27.20,23.00,-1.00,27.95
"19000788",19.35,21.95,19.35,-1.00,25.95
"19000789",21.40,26.60,17.65,-1.00,27.10
"19000790",22.60,25.25,21.85,-1.00,27.50
"19000791",21.95,25.85,20.20,-1.00,25.10
"19000792",-1.00,-1.00,-1.00,25.25,23.95
"19000793",19.00,21.60,15.50,-1.00,23.35
"19000794",-1.00,-1.00,-1.00,21.50,25.90
"19000795",17.55,22.65,15.30,-1.00,24.15
"19000796",25.45,24.55,22.45,-1.00,23.80
"19000797",28.40,25.65,25.90,-1.00,24.65
"19000798",19.75,25.20,16.00,-1.00,25.70
"19000799",22.05,26.95,19.30,-1.00,26.70
"19000800",26.50,27.70,23.00,-1.00,26.20
"19000801",16.70,18.05,20.95,-1.00,23.80
"19000802",20.75,23.70,20.75,-1.00,26.20
"19000803",22.20,27.15,18.70,-1.00,26.15
"19000804",20.70,27.05,15.20,-1.00,25.30
"19000805",16.95,21.40,14.45,-1.00,21.90
"19000806",-1.00,-1.00,-1.00,25.25,25.70
"19000807",-1.00,-1.00,-1.00,27.75,26.70
"19000808",25.30,22.50,27.05,-1.00,25.25
"19000809",-1.00,-1.00,-1.00,21.75,25.25
"19000810",23.85,23.80,22.85,-1.00,24.30
"19000811",25.30,24.95,24.05,-1.00,27.45
"19000812",-1.00,-1.00,-1.00,27.00,25.90
"19000813",22.05,22.20,20.55,-1.00,21.45
"19000814",-1.00,-1.00,-1.00,27.00,26.25
"19000815",21.20,22.00,20.45,-1.00,23.25
"19000816",24.05,22.20,19.80,-1.00,20.20
"19000817",18.50,20.60,20.25,-1.00,26.60
"19000818",20.55,-1.00,21.80,-1.00,-1.00
"19000819",-1.00,-1.00,-1.00,26.25,26.25
"19000820",20.05,17.55,22.05,-1.00,19.80
"19000821",21.20,24.05,20.70,-1.00,25.80
"19000822",-1.00,-1.00,-1.00,27.75,25.25
"19000823",20.15,25.20,17.65,-1.00,25.95
"19000824",-1.00,-1.00,-1.00,16.00,12.85
"19000825",-1.00,-1.00,-1.00,28.50,27.55
"19000826",21.85,23.10,25.10,-1.00,26.85
"19000827",26.15,27.00,25.40,-1.00,27.50
"19000828",-1.00,-1.00,-1.00,25.75,25.65
"19000829",-1.00,-1.00,-1.00,24.25,23.30
"19000830",-1.00,-1.00,-1.00,25.25,25.05
"19000831",24.40,27.00,23.40,-1.00,25.75
"19000832",-1.00,-1.00,-1.00,24.50,26.30
"19000833",-1.00,-1.00,-1.00,21.75,27.00
"19000834",25.30,27.80,24.80,-1.00,26.05
"19000835",20.25,23.45,19.75,-1.00,23.70
"19000836",-1.00,-1.00,-1.00,27.25,25.55
"19000837",23.50,24.25,23.00,-1.00,24.00
"19000838",21.15,20.85,23.65,-1.00,23.85
"19000839",-1.00,-1.00,-1.00,27.00,27.55
"19000840",-1.00,-1.00,-1.00,23.25,25.05
"19000841",-1.00,-1.00,-1.00,20.25,24.40
"19000842",-1.00,-1.00,-1.00,22.00,27.30
"19000843",-1.00,-1.00,-1.00,22.25,24.75
"19000844",-1.00,-1.00,-1.00,25.50,26.50
"19000845",23.80,27.10,23.30,-1.00,27.60
"19000846",24.55,21.65,26.30,-1.00,23.15
"19000847",-1.00,-1.00,-1.00,25.50,26.10
"19000848",-1.00,-1.00,-1.00,22.75,22.75
"19000849",-1.00,-1.00,-1.00,26.75,26.10
"19000850",-1.00,-1.00,-1.00,28.25,26.70
"19000851",21.65,23.55,18.65,-1.00,24.80
"19000852",-1.00,-1.00,-1.00,26.50,25.25
"19000853",-1.00,-1.00,-1.00,29.00,25.65
"19000854",-1.00,-1.00,-1.00,27.75,24.90
"19000855",-1.00,-1.00,-1.00,23.50,24.45
"19000856",24.75,23.50,23.75,-1.00,26.00
"19000857",-1.00,-1.00,-1.00,26.25,24.40
"19000858",-1.00,-1.00,-1.00,28.25,25.80
"19000859",-1.00,-1.00,-1.00,25.00,24.90
"19000860",-1.00,-1.00,-1.00,28.00,25.85
"19000861",-1.00,-1.00,-1.00,26.50,25.75
"19000862",24.60,22.85,24.35,-1.00,22.60
"19000863",-1.00,-1.00,-1.00,19.25,23.90
"19000864",24.20,24.60,23.95,-1.00,25.35
"19000865",22.40,25.75,20.40,-1.00,25.50
"19000866",20.85,25.15,17.60,-1.00,25.65
"19000867",-1.00,-1.00,-1.00,25.00,26.70
"19000868",-1.00,-1.00,-1.00,24.00,25.50
"19000869",-1.00,-1.00,-1.00,27.50,25.00
"19000870",22.10,24.15,20.60,-1.00,25.15
"19000871",23.05,25.55,20.55,-1.00,26.05
"19000872",-1.00,-1.00,-1.00,26.00,25.60
"19000873",24.70,25.10,22.95,-1.00,24.60
"19000874",-1.00,-1.00,-1.00,25.75,25.20
"19000875",-1.00,-1.00,-1.00,25.50,23.20
"19000876",23.15,26.05,19.40,-1.00,25.80
"19000877",-1.00,-1.00,-1.00,27.25,25.25
"19000878",-1.00,-1.00,-1.00,23.00,26.30
"19000879",25.05,20.30,24.55,-1.00,20.80
"19000880",21.35,25.25,17.60,-1.00,26.00
"19000881",20.35,25.30,18.85,-1.00,25.05
"19000882",24.90,25.10,24.15,-1.00,25.85
"19000883",24.30,26.60,22.05,-1.00,26.60
"19000884",18.80,20.05,21.55,-1.00,23.30
"19000885",19.55,23.10,20.30,-1.00,24.60
"19000886",21.80,19.85,25.80,-1.00,21.85
"19000887",-1.00,-1.00,-1.00,20.50,15.90
"19000888",23.00,26.25,20.75,-1.00,25.75
"19000889",20.75,25.55,18.25,-1.00,25.05
"19000890",-1.00,-1.00,-1.00,22.75,26.50
"19000891",-1.00,-1.00,-1.00,23.25,25.20
"19000892",-1.00,-1.00,-1.00,21.50,20.90
"19000893",19.15,23.55,21.15,-1.00,26.80
"19000894",24.75,26.40,22.75,-1.00,26.40
"19000895",-1.00,-1.00,-1.00,27.25,26.00
"19000896",23.10,25.20,20.60,-1.00,24.20
"19000897",22.05,24.50,21.80,-1.00,24.00
"19000898",-1.00,-1.00,-1.00,14.00,13.40
"19000899",23.50,25.35,22.25,-1.00,25.35
"19000900",-1.00,-1.00,-1.00,28.25,24.50
"19000901",25.15,22.25,24.40,-1.00,24.25
"19000902",-1.00,-1.00,-1.00,27.25,26.40
"19000903",23.40,23.75,20.90,-1.00,22.25
"19000904",-1.00,-1.00,-1.00,23.75,22.55
"19000905",-1.00,-1.00,-1.00,26.00,26.85
"19000906",-1.00,-1.00,-1.00,28.00,25.45
"19000907",-1.00,-1.00,-1.00,29.25,26.75
"19000908",24.75,26.35,21.25,-1.00,25.85
"19000909",21.65,22.45,20.65,-1.00,22.95
"19000910",24.35,26.20,22.10,-1.00,23.95
"19000911",24.10,24.50,24.85,-1.00,24.75
"19000912",21.80,24.15,20.30,-1.00,24.40
"19000913",22.90,23.65,23.65,-1.00,24.90
"19000914",23.80,25.35,20.30,-1.00,23.85
"19000915",20.95,23.25,18.70,-1.00,23.00
"19000916",22.95,25.75,18.95,-1.00,25.00
"19000917",-1.00,-1.00,-1.00,24.75,22.95
"19000918",20.90,24.55,20.15,-1.00,24.55
"19000919",-1.00,-1.00,-1.00,15.25,10.40
"19000920",24.45,25.85,23.20,-1.00,25.35
"19000921",-1.00,-1.00,-1.00,26.75,27.95
"19000922",-1.00,-1.00,-1.00,26.00,23.80
"19000923",-1.00,-1.00,-1.00,27.25,24.60
"19000924",22.30,26.70,20.05,-1.00,25.70
"19000925",-1.00,-1.00,-1.00,26.00,25.60
"19000926",23.25,23.25,20.25,-1.00,23.25
"19000927",21.50,25.45,19.00,-1.00,25.20
"19000928",18.85,22.35,17.10,-1.00,21.85
"19000929",-1.00,-1.00,-1.00,24.50,24.20
"19000930",-1.00,-1.00,-1.00,26.75,27.10
"19000931",-1.00,-1.00,-1.00,25.50,22.20
"19000932",-1.00,-1.00,-1.00,24.50,26.00
"19000933",17.45,21.90,16.95,-1.00,24.90
"19000934",-1.00,-1.00,-1.00,21.25,21.30
"19000935",23.70,24.15,22.70,-1.00,23.90
"19000936",24.10,26.05,21.85,-1.00,26.05
"19000937",23.90,27.05,20.40,-1.00,25.55
"19000938",-1.00,-1.00,-1.00,27.50,26.85
"19000939",-1.00,-1.00,-1.00,26.75,26.70
"19000940",21.00,24.10,19.75,-1.00,25.85
"19000941",22.80,26.85,21.05,-1.00,26.35
"19000942",20.80,23.95,19.55,-1.00,25.95
"19000943",-1.00,-1.00,-1.00,27.00,25.85
"19000944",20.15,22.70,21.90,-1.00,26.20
"19000945",-1.00,-1.00,-1.00,28.25,25.80
"19000946",21.40,25.20,20.90,-1.00,26.20
"19000947",23.60,24.55,23.35,-1.00,26.05
"19000948",20.15,23.20,21.15,-1.00,24.70
"19000949",-1.00,-1.00,-1.00,29.25,24.90
"19000950",-1.00,-1.00,-1.00,28.50,25.60
"19000951",17.05,21.10,19.55,-1.00,25.10
"19000952",17.50,18.70,18.25,-1.00,21.20
"19000953",23.25,19.80,21.50,-1.00,19.05
"19000954",25.70,21.65,22.20,-1.00,19.90
"19000955",-1.00,-1.00,-1.00,28.00,25.90
"19000956",-1.00,-1.00,-1.00,27.25,22.80
"19000957",-1.00,-1.00,-1.00,27.50,25.40
"19000958",-1.00,-1.00,-1.00,28.50,23.95
"19000959",-1.00,-1.00,-1.00,28.00,21.95
"19000960",20.35,22.35,19.35,-1.00,23.35
"19000961",23.85,24.25,19.85,-1.00,25.25
"19000962",-1.00,-1.00,-1.00,23.75,26.10
"19000963",-1.00,-1.00,-1.00,16.75,12.80
"19000964",-1.00,-1.00,-1.00,19.75,16.00
"19000965",-1.00,-1.00,-1.00,24.50,25.20
"19000966",22.65,20.65,19.15,-1.00,21.15
"19000967",-1.00,-1.00,-1.00,25.50,25.10
"19000968",22.60,22.55,18.85,-1.00,22.80
"19000969",18.55,21.35,15.80,-1.00,23.85
"19000970",18.75,21.70,18.50,-1.00,23.95
"19000971",20.60,24.30,17.10,-1.00,22.55
"19000972",-1.00,-1.00,-1.00,29.00,22.60
"19000973",22.15,24.70,20.40,-1.00,25.70
"19000974",-1.00,-1.00,-1.00,15.75,16.60
"19000975",-1.00,-1.00,-1.00,19.75,21.95
"19000976",21.15,24.75,17.90,-1.00,25.00
"19000977",22.60,25.20,20.10,-1.00,23.45
"19000978",17.95,21.15,16.20,-1.00,20.90
"19000979",24.35,24.10,22.35,-1.00,21.35
"19000980",21.30,25.25,19.05,-1.00,25.25
"19000981",-1.00,-1.00,-1.00,22.50,26.70
"19000982",24.85,25.55,21.85,-1.00,25.80
"19000983",22.60,25.55,22.10,-1.00,26.55
"19000984",-1.00,-1.00,-1.00,25.00,26.30
"19000985",19.05,24.55,17.55,-1.00,24.80
"19000986",-1.00,-1.00,-1.00,28.00,27.10
"19000987",-1.00,-1.00,-1.00,26.75,26.70
"19000988",17.75,21.55,18.00,-1.00,25.55
"19000989",-1.00,-1.00,-1.00,20.50,25.60
"19000990",24.60,25.15,23.35,-1.00,25.65
"19000991",-1.00,-1.00,-1.00,23.75,25.20
"19000992",21.40,25.55,18.15,-1.00,23.30
"19000993",19.40,24.35,17.40,-1.00,25.10
"19000994",23.15,22.15,23.15,-1.00,24.40
"19000995",-1.00,-1.00,-1.00,27.75,27.75
"19000996",-1.00,-1.00,-1.00,20.25,18.85
"19000997",25.70,24.65,21.95,-1.00,24.90
"19000998",19.35,23.20,18.85,-1.00,26.70
"19000999",20.90,25.40,18.65,-1.00,25.90
"19001000",25.30,20.95,26.30,-1.00,21.70
"19001001",25.80,22.40,23.80,-1.00,21.15
"19001002",18.20,22.05,19.95,-1.00,26.05
"19001003",23.40,26.20,20.40,-1.00,25.20
"19001004",16.85,21.10,15.85,-1.00,24.60
"19001005",-1.00,-1.00,-1.00,26.75,27.55
"19001006",-1.00,-1.00,-1.00,25.25,26.45
"19001007",21.55,24.25,20.55,-1.00,26.75
"19001008",23.70,24.55,21.20,-1.00,24.55
"19001009",19.95,23.05,18.70,-1.00,22.30
"19001010",19.35,18.50,21.85,-1.00,22.00
"19001011",23.40,24.05,23.40,-1.00,24.80
"19001012",-1.00,-1.00,-1.00,26.00,24.30
"19001013",22.70,25.90,20.95,-1.00,24.15
"19001014",20.10,24.10,20.10,-1.00,27.10
"19001015",23.40,24.85,22.40,-1.00,25.10
"19001016",18.55,23.15,16.30,-1.00,25.40
"19001017",19.80,23.80,19.80,-1.00,25.30
"19001018",26.95,28.30,24.70,-1.00,27.30
"19001019",23.40,24.50,21.90,-1.00,24.00
"19001020",22.85,24.60,19.10,-1.00,24.35
"19001021",23.50,26.40,21.50,-1.00,27.15
"19001022",20.40,23.55,18.65,-1.00,24.30
"19001023",-1.00,-1.00,-1.00,25.75,24.40
"19001024",-1.00,-1.00,-1.00,29.50,24.35
"19001025",22.15,26.50,20.65,-1.00,27.25
"19001026",-1.00,-1.00,-1.00,27.25,27.70
"19001027",-1.00,-1.00,-1.00,25.25,26.05
"19001028",22.65,23.35,20.90,-1.00,24.35
"19001029",20.60,23.35,20.35,-1.00,24.10
"19001030",-1.00,-1.00,-1.00,24.00,22.80
"19001031",23.55,24.95,21.80,-1.00,24.45
"19001032",26.05,22.85,23.80,-1.00,21.10
"19001033",23.05,25.40,20.80,-1.00,25.90
"19001034",18.80,20.80,18.55,-1.00,23.55
"19001035",22.55,25.80,17.80,-1.00,25.30
"19001036",18.55,22.90,14.80,-1.00,24.15
"19001037",16.25,18.10,17.00,-1.00,20.85
"19001038",-1.00,-1.00,-1.00,21.50,25.20
"19001039",20.60,19.75,19.85,-1.00,21.00
"19001040",-1.00,-1.00,-1.00,20.25,19.70
"19001041",22.90,26.00,20.15,-1.00,26.75
"19001042",-1.00,-1.00,-1.00,25.50,26.90
"19001043",-1.00,-1.00,-1.00,25.50,25.40
